,X,subject,trialN,subj_idx,response,rt,task,relativeValue,totalValue,memSlideScore,memChoiceScore,Left_sum,Right_sum,absRelativeValue,accuracy,arr_L,arr_R,N_L,N_R,L-R,|L-R|,trial_total,order,nValDiff,task2,value_type
1507,2880,d01qmofrd,130,13,0,0.4653,experiment_FR,-13,47,5.8,0.4,17,30,13,1,"[5, 1, 4, 4, 2, 1]","[2, 4, 6, 7, 6, 5]",4,5,-1,1,120,FR_VB,1,Accuracy-Based Reward,Low-Value
1508,2881,d01qmofrd,131,13,0,0.4645,experiment_FR,1,37,5.8,0.4,19,18,1,0,"[7, 2, 4, 1, 4, 1]","[6, 1, 1, 1, 7, 2]",4,4,0,0,121,FR_VB,0,Accuracy-Based Reward,Low-Value
1509,2882,d01qmofrd,132,13,1,0.6793,experiment_FR,6,50,5.8,0.4,28,22,6,1,"[3, 4, 5, 5, 7, 4]","[7, 3, 3, 2, 3, 4]",4,4,0,0,122,FR_VB,0,Accuracy-Based Reward,Middle-Value
1510,2883,d01qmofrd,133,13,1,0.5616,experiment_FR,10,46,5.8,0.4,28,18,10,1,"[8, 8, 2, 3, 5, 2]","[5, 2, 1, 1, 6, 3]",4,5,-1,1,123,FR_VB,1,Accuracy-Based Reward,Low-Value
1511,2884,d01qmofrd,134,13,0,0.4657,experiment_FR,-9,49,5.8,0.4,20,29,9,1,"[6, 1, 4, 3, 3, 3]","[6, 5, 8, 1, 7, 2]",4,6,-2,2,124,FR_VB,2,Accuracy-Based Reward,Middle-Value
1512,2885,d01qmofrd,135,13,1,0.6681,experiment_FR,-6,64,5.8,0.4,29,35,6,0,"[7, 3, 1, 8, 8, 2]","[7, 7, 4, 5, 8, 4]",5,4,1,1,125,FR_VB,1,Accuracy-Based Reward,High-Value
1513,2886,d01qmofrd,136,13,1,0.5723,experiment_FR,14,50,5.8,0.4,32,18,14,1,"[1, 4, 7, 6, 6, 8]","[2, 4, 4, 2, 5, 1]",5,4,1,1,126,FR_VB,1,Accuracy-Based Reward,Middle-Value
1514,2887,d01qmofrd,137,13,1,0.4626,experiment_FR,6,56,5.8,0.4,31,25,6,1,"[1, 4, 8, 5, 5, 8]","[4, 1, 8, 7, 1, 4]",4,4,0,0,127,FR_VB,0,Accuracy-Based Reward,Middle-Value
1515,2888,d01qmofrd,138,13,1,0.4532,experiment_FR,13,57,5.8,0.4,35,22,13,1,"[6, 2, 3, 8, 8, 8]","[7, 1, 1, 1, 5, 7]",4,3,1,1,128,FR_VB,1,Accuracy-Based Reward,Middle-Value
1516,2889,d01qmofrd,139,13,0,0.6087,experiment_FR,-6,60,5.8,0.4,27,33,6,1,"[1, 3, 6, 1, 8, 8]","[8, 6, 8, 1, 7, 3]",4,5,-1,1,129,FR_VB,1,Accuracy-Based Reward,High-Value
1517,2890,d01qmofrd,140,13,0,0.5158,experiment_FR,-5,57,5.8,0.4,26,31,5,1,"[8, 8, 2, 3, 4, 1]","[1, 8, 5, 3, 7, 7]",5,5,0,0,130,FR_VB,0,Accuracy-Based Reward,Middle-Value
1518,2891,d01qmofrd,141,13,1,0.6053,experiment_FR,5,55,5.8,0.4,30,25,5,1,"[6, 8, 3, 6, 6, 1]","[3, 8, 2, 3, 3, 6]",4,4,0,0,131,FR_VB,0,Accuracy-Based Reward,Middle-Value
1519,2892,d01qmofrd,142,13,0,0.545,experiment_FR,-9,53,5.8,0.4,22,31,9,1,"[3, 3, 3, 2, 7, 4]","[2, 5, 5, 7, 4, 8]",4,5,-1,1,132,FR_VB,1,Accuracy-Based Reward,Middle-Value
1520,2893,d01qmofrd,144,13,0,0.4486,experiment_FR,-13,55,5.8,0.4,21,34,13,1,"[3, 2, 2, 5, 6, 3]","[6, 4, 8, 4, 8, 4]",4,3,1,1,133,FR_VB,1,Accuracy-Based Reward,Middle-Value
1521,2894,d01qmofrd,145,13,0,0.4873,experiment_FR,-3,43,5.8,0.4,20,23,3,1,"[2, 2, 4, 6, 2, 4]","[8, 1, 1, 2, 4, 7]",3,5,-2,2,134,FR_VB,2,Accuracy-Based Reward,Low-Value
1522,2895,d01qmofrd,146,13,1,0.7119,experiment_FR,3,53,5.8,0.4,28,25,3,1,"[5, 5, 6, 3, 8, 1]","[4, 3, 4, 7, 3, 4]",5,3,2,2,135,FR_VB,2,Accuracy-Based Reward,Middle-Value
1523,2896,d01qmofrd,147,13,0,0.4786,experiment_FR,1,57,5.8,0.4,29,28,1,0,"[4, 5, 4, 4, 4, 8]","[7, 2, 8, 1, 3, 7]",3,5,-2,2,136,FR_VB,2,Accuracy-Based Reward,Middle-Value
1524,2897,d01qmofrd,148,13,0,0.3684,experiment_FR,-8,46,5.8,0.4,19,27,8,1,"[1, 4, 3, 2, 3, 6]","[2, 5, 7, 2, 7, 4]",5,4,1,1,137,FR_VB,1,Accuracy-Based Reward,Low-Value
1525,2898,d01qmofrd,149,13,0,0.8017,experiment_FR,-4,50,5.8,0.4,23,27,4,1,"[5, 4, 8, 1, 4, 1]","[6, 4, 7, 5, 2, 3]",4,6,-2,2,138,FR_VB,2,Accuracy-Based Reward,Middle-Value
1526,2899,d01qmofrd,150,13,0,0.5204,experiment_FR,1,49,5.8,0.4,25,24,1,0,"[6, 5, 3, 4, 6, 1]","[6, 4, 2, 7, 2, 3]",5,5,0,0,139,FR_VB,0,Accuracy-Based Reward,Middle-Value
1527,3039,t9t0oo529,1,46,1,0.9984,experiment_VB,8,46,7.8,0.6,27,19,8,1,"[2, 7, 4, 2, 7, 5]","[3, 3, 4, 6, 2, 1]",4,5,-1,1,1,VB_FR,1,Value-Based Reward,Low-Value
1528,3040,t9t0oo529,2,46,1,1.564,experiment_VB,5,45,7.8,0.6,25,20,5,1,"[8, 1, 3, 4, 4, 5]","[5, 1, 2, 6, 1, 5]",5,4,1,1,2,VB_FR,1,Value-Based Reward,Low-Value
1529,3041,t9t0oo529,3,46,0,0.953,experiment_VB,-5,59,7.8,0.6,27,32,5,1,"[8, 6, 5, 5, 2, 1]","[2, 8, 4, 7, 8, 3]",5,5,0,0,3,VB_FR,0,Value-Based Reward,Middle-Value
1530,3042,t9t0oo529,4,46,1,6.6745,experiment_VB,0,54,7.8,0.6,27,27,0,0,"[7, 8, 3, 2, 4, 3]","[1, 7, 4, 3, 4, 8]",5,5,0,0,4,VB_FR,0,Value-Based Reward,Middle-Value
1531,3043,t9t0oo529,5,46,0,5.4841,experiment_VB,-5,43,7.8,0.6,19,24,5,1,"[4, 1, 4, 2, 1, 7]","[1, 2, 8, 4, 5, 4]",4,5,-1,1,5,VB_FR,1,Value-Based Reward,Low-Value
1532,3044,t9t0oo529,6,46,0,3.668,experiment_VB,-9,37,7.8,0.6,14,23,9,1,"[4, 2, 2, 1, 1, 4]","[3, 3, 8, 4, 3, 2]",3,4,-1,1,6,VB_FR,1,Value-Based Reward,Low-Value
1533,3045,t9t0oo529,7,46,0,5.2216,experiment_VB,3,61,7.8,0.6,32,29,3,0,"[5, 8, 1, 8, 3, 7]","[4, 7, 6, 3, 3, 6]",5,4,1,1,7,VB_FR,1,Value-Based Reward,High-Value
1534,3046,t9t0oo529,8,46,1,1.3383,experiment_VB,11,57,7.8,0.6,34,23,11,1,"[7, 8, 7, 5, 6, 1]","[2, 5, 3, 1, 5, 7]",5,5,0,0,8,VB_FR,0,Value-Based Reward,Middle-Value
1535,3047,t9t0oo529,9,46,0,4.3798,experiment_VB,0,52,7.8,0.6,26,26,0,0,"[2, 5, 1, 8, 6, 4]","[2, 4, 2, 8, 5, 5]",6,4,2,2,9,VB_FR,2,Value-Based Reward,Middle-Value
1536,3048,t9t0oo529,10,46,1,1.2536,experiment_VB,18,46,7.8,0.6,32,14,18,1,"[4, 3, 8, 7, 2, 8]","[3, 2, 4, 3, 1, 1]",5,4,1,1,10,VB_FR,1,Value-Based Reward,Low-Value
1537,3049,t9t0oo529,11,46,1,2.3294,experiment_VB,-1,37,7.8,0.6,18,19,1,0,"[6, 1, 1, 7, 1, 2]","[2, 7, 1, 4, 4, 1]",4,4,0,0,11,VB_FR,0,Value-Based Reward,Low-Value
1538,3050,t9t0oo529,12,46,1,1.5385,experiment_VB,6,60,7.8,0.6,33,27,6,1,"[6, 7, 3, 8, 8, 1]","[8, 1, 8, 6, 1, 3]",5,4,1,1,12,VB_FR,1,Value-Based Reward,High-Value
1539,3051,t9t0oo529,13,46,0,1.3553,experiment_VB,-17,45,7.8,0.6,14,31,17,1,"[1, 5, 3, 1, 3, 1]","[6, 1, 6, 6, 7, 5]",3,4,-1,1,13,VB_FR,1,Value-Based Reward,Low-Value
1540,3052,t9t0oo529,14,46,0,1.1413,experiment_VB,-13,43,7.8,0.6,15,28,13,1,"[1, 5, 3, 3, 2, 1]","[4, 4, 6, 3, 3, 8]",4,4,0,0,14,VB_FR,0,Value-Based Reward,Low-Value
1541,3053,t9t0oo529,15,46,1,4.0623,experiment_VB,11,51,7.8,0.6,31,20,11,1,"[7, 4, 8, 3, 2, 7]","[4, 6, 1, 3, 3, 3]",5,4,1,1,15,VB_FR,1,Value-Based Reward,Middle-Value
1542,3054,t9t0oo529,16,46,1,1.1864,experiment_VB,12,60,7.8,0.6,36,24,12,1,"[5, 7, 5, 8, 3, 8]","[8, 3, 1, 3, 8, 1]",4,3,1,1,16,VB_FR,1,Value-Based Reward,High-Value
1543,3055,t9t0oo529,17,46,1,1.8445,experiment_VB,13,49,7.8,0.6,31,18,13,1,"[8, 8, 4, 7, 2, 2]","[1, 4, 8, 1, 1, 3]",4,4,0,0,17,VB_FR,0,Value-Based Reward,Middle-Value
1544,3056,t9t0oo529,18,46,1,2.1237,experiment_VB,7,43,7.8,0.6,25,18,7,1,"[5, 5, 7, 5, 2, 1]","[1, 7, 5, 2, 1, 2]",4,4,0,0,18,VB_FR,0,Value-Based Reward,Low-Value
1545,3057,t9t0oo529,19,46,1,1.1456,experiment_VB,10,60,7.8,0.6,35,25,10,1,"[8, 2, 7, 6, 4, 8]","[3, 2, 7, 3, 3, 7]",5,3,2,2,19,VB_FR,2,Value-Based Reward,High-Value
1546,3058,t9t0oo529,20,46,1,6.2878,experiment_VB,4,58,7.8,0.6,31,27,4,1,"[4, 2, 7, 8, 6, 4]","[5, 6, 3, 3, 6, 4]",5,4,1,1,20,VB_FR,1,Value-Based Reward,Middle-Value
1547,3059,t9t0oo529,22,46,0,1.8476,experiment_VB,-5,55,7.8,0.6,25,30,5,1,"[4, 6, 2, 1, 7, 5]","[7, 7, 7, 1, 2, 6]",6,4,2,2,21,VB_FR,2,Value-Based Reward,Middle-Value
1548,3060,t9t0oo529,23,46,1,2.8504,experiment_VB,6,60,7.8,0.6,33,27,6,1,"[8, 4, 6, 2, 5, 8]","[6, 2, 2, 7, 5, 5]",5,4,1,1,22,VB_FR,1,Value-Based Reward,High-Value
1549,3061,t9t0oo529,24,46,1,1.3846,experiment_VB,10,48,7.8,0.6,29,19,10,1,"[3, 2, 6, 5, 6, 7]","[5, 5, 4, 2, 2, 1]",5,4,1,1,23,VB_FR,1,Value-Based Reward,Middle-Value
1550,3062,t9t0oo529,25,46,1,3.4096,experiment_VB,9,53,7.8,0.6,31,22,9,1,"[2, 7, 8, 5, 1, 8]","[5, 2, 3, 2, 4, 6]",5,5,0,0,24,VB_FR,0,Value-Based Reward,Middle-Value
1551,3063,t9t0oo529,26,46,1,1.3011,experiment_VB,-1,53,7.8,0.6,26,27,1,0,"[5, 7, 6, 1, 1, 6]","[7, 3, 8, 3, 3, 3]",4,3,1,1,25,VB_FR,1,Value-Based Reward,Middle-Value
1552,3064,t9t0oo529,27,46,0,2.2098,experiment_VB,-8,54,7.8,0.6,23,31,8,1,"[8, 5, 2, 1, 1, 6]","[7, 7, 3, 4, 4, 6]",5,4,1,1,26,VB_FR,1,Value-Based Reward,Middle-Value
1553,3065,t9t0oo529,29,46,0,1.3413,experiment_VB,-4,48,7.8,0.6,22,26,4,1,"[1, 5, 8, 1, 1, 6]","[2, 5, 6, 4, 4, 5]",4,4,0,0,27,VB_FR,0,Value-Based Reward,Middle-Value
1554,3066,t9t0oo529,30,46,1,1.1201,experiment_VB,4,62,7.8,0.6,33,29,4,1,"[7, 5, 3, 6, 7, 5]","[2, 4, 5, 6, 8, 4]",4,5,-1,1,28,VB_FR,1,Value-Based Reward,High-Value
1555,3067,t9t0oo529,31,46,0,1.0256,experiment_VB,-4,54,7.8,0.6,25,29,4,1,"[7, 4, 7, 3, 2, 2]","[5, 6, 3, 6, 4, 5]",4,4,0,0,29,VB_FR,0,Value-Based Reward,Middle-Value
1556,3068,t9t0oo529,32,46,1,1.8781,experiment_VB,11,51,7.8,0.6,31,20,11,1,"[4, 6, 8, 3, 6, 4]","[1, 1, 8, 2, 4, 4]",4,4,0,0,30,VB_FR,0,Value-Based Reward,Middle-Value
1557,3069,t9t0oo529,33,46,1,2.3855,experiment_VB,2,40,7.8,0.6,21,19,2,1,"[4, 4, 3, 7, 2, 1]","[1, 3, 2, 3, 4, 6]",5,5,0,0,31,VB_FR,0,Value-Based Reward,Low-Value
1558,3070,t9t0oo529,34,46,1,4.8342,experiment_VB,7,55,7.8,0.6,31,24,7,1,"[7, 3, 4, 6, 8, 3]","[4, 3, 8, 3, 2, 4]",5,4,1,1,32,VB_FR,1,Value-Based Reward,Middle-Value
1559,3071,t9t0oo529,36,46,1,1.2625,experiment_VB,14,42,7.8,0.6,28,14,14,1,"[1, 7, 4, 7, 7, 2]","[2, 1, 3, 5, 1, 2]",4,4,0,0,33,VB_FR,0,Value-Based Reward,Low-Value
1560,3072,t9t0oo529,37,46,0,1.3007,experiment_VB,2,64,7.8,0.6,33,31,2,0,"[8, 3, 6, 4, 5, 7]","[8, 6, 1, 4, 4, 8]",6,4,2,2,34,VB_FR,2,Value-Based Reward,High-Value
1561,3073,t9t0oo529,38,46,1,1.6078,experiment_VB,3,53,7.8,0.6,28,25,3,1,"[4, 8, 2, 5, 7, 2]","[2, 6, 6, 2, 3, 6]",5,3,2,2,35,VB_FR,2,Value-Based Reward,Middle-Value
1562,3074,t9t0oo529,39,46,0,1.3544,experiment_VB,-11,57,7.8,0.6,23,34,11,1,"[3, 6, 3, 3, 3, 5]","[4, 8, 8, 4, 6, 4]",3,3,0,0,36,VB_FR,0,Value-Based Reward,Middle-Value
1563,3075,t9t0oo529,41,46,1,0.6976,experiment_VB,26,62,7.8,0.6,44,18,26,1,"[7, 8, 7, 7, 7, 8]","[1, 5, 3, 2, 6, 1]",2,5,-3,3,37,VB_FR,3,Value-Based Reward,High-Value
1564,3076,t9t0oo529,42,46,0,0.9314,experiment_VB,-17,61,7.8,0.6,22,39,17,1,"[4, 1, 5, 3, 5, 4]","[7, 3, 5, 8, 8, 8]",4,4,0,0,38,VB_FR,0,Value-Based Reward,High-Value
1565,3077,t9t0oo529,43,46,0,1.5607,experiment_VB,-8,50,7.8,0.6,21,29,8,1,"[2, 6, 2, 8, 2, 1]","[4, 5, 3, 5, 4, 8]",4,4,0,0,39,VB_FR,0,Value-Based Reward,Middle-Value
1566,3078,t9t0oo529,44,46,0,1.5705,experiment_VB,-6,56,7.8,0.6,25,31,6,1,"[8, 4, 4, 1, 7, 1]","[8, 8, 1, 5, 4, 5]",4,4,0,0,40,VB_FR,0,Value-Based Reward,Middle-Value
1567,3079,t9t0oo529,45,46,0,6.2964,experiment_VB,-5,55,7.8,0.6,25,30,5,1,"[3, 8, 2, 2, 5, 5]","[2, 8, 4, 5, 8, 3]",4,5,-1,1,41,VB_FR,1,Value-Based Reward,Middle-Value
1568,3080,t9t0oo529,46,46,0,1.2006,experiment_VB,-3,65,7.8,0.6,31,34,3,1,"[4, 8, 2, 8, 6, 3]","[2, 8, 8, 8, 7, 1]",5,4,1,1,42,VB_FR,1,Value-Based Reward,High-Value
1569,3081,t9t0oo529,47,46,1,1.1606,experiment_VB,9,43,7.8,0.6,26,17,9,1,"[1, 1, 8, 4, 6, 6]","[1, 2, 7, 3, 1, 3]",4,4,0,0,43,VB_FR,0,Value-Based Reward,Low-Value
1570,3082,t9t0oo529,48,46,1,2.5524,experiment_VB,5,57,7.8,0.6,31,26,5,1,"[1, 8, 5, 3, 7, 7]","[8, 2, 1, 8, 4, 3]",5,5,0,0,44,VB_FR,0,Value-Based Reward,Middle-Value
1571,3083,t9t0oo529,49,46,0,1.1329,experiment_VB,-5,61,7.8,0.6,28,33,5,1,"[8, 2, 7, 4, 3, 4]","[5, 6, 4, 6, 5, 7]",5,4,1,1,45,VB_FR,1,Value-Based Reward,High-Value
1572,3084,t9t0oo529,50,46,0,2.8044,experiment_VB,-8,50,7.8,0.6,21,29,8,1,"[4, 3, 1, 2, 8, 3]","[8, 5, 1, 3, 7, 5]",5,5,0,0,46,VB_FR,0,Value-Based Reward,Middle-Value
1573,3085,t9t0oo529,52,46,0,4.0641,experiment_VB,-1,59,7.8,0.6,29,30,1,1,"[8, 8, 6, 2, 2, 3]","[3, 8, 1, 6, 5, 7]",4,6,-2,2,47,VB_FR,2,Value-Based Reward,Middle-Value
1574,3086,t9t0oo529,53,46,1,1.5119,experiment_VB,6,44,7.8,0.6,25,19,6,1,"[2, 7, 6, 4, 5, 1]","[1, 5, 4, 3, 1, 5]",6,4,2,2,48,VB_FR,2,Value-Based Reward,Low-Value
1575,3087,t9t0oo529,54,46,1,0.9823,experiment_VB,3,61,7.8,0.6,32,29,3,1,"[2, 5, 7, 7, 4, 7]","[8, 1, 7, 2, 8, 3]",4,5,-1,1,49,VB_FR,1,Value-Based Reward,High-Value
1576,3088,t9t0oo529,55,46,0,1.7982,experiment_VB,-9,51,7.8,0.6,21,30,9,1,"[2, 3, 1, 8, 2, 5]","[7, 3, 5, 6, 3, 6]",5,4,1,1,50,VB_FR,1,Value-Based Reward,Middle-Value
1577,3089,t9t0oo529,56,46,0,0.9295,experiment_VB,-14,44,7.8,0.6,15,29,14,1,"[3, 6, 2, 1, 1, 2]","[3, 6, 2, 4, 7, 7]",4,5,-1,1,51,VB_FR,1,Value-Based Reward,Low-Value
1578,3090,t9t0oo529,57,46,1,6.2029,experiment_VB,8,52,7.8,0.6,30,22,8,1,"[4, 1, 6, 7, 4, 8]","[4, 7, 2, 5, 1, 3]",5,6,-1,1,52,VB_FR,1,Value-Based Reward,Middle-Value
1579,3091,t9t0oo529,58,46,1,6.2274,experiment_VB,4,64,7.8,0.6,34,30,4,1,"[4, 8, 5, 6, 3, 8]","[1, 8, 7, 5, 2, 7]",5,5,0,0,53,VB_FR,0,Value-Based Reward,High-Value
1580,3092,t9t0oo529,59,46,0,2.8545,experiment_VB,-11,53,7.8,0.6,21,32,11,1,"[4, 1, 2, 5, 8, 1]","[3, 2, 7, 6, 6, 8]",5,5,0,0,54,VB_FR,0,Value-Based Reward,Middle-Value
1581,3093,t9t0oo529,60,46,0,1.2818,experiment_VB,0,58,7.8,0.6,29,29,0,1,"[4, 1, 7, 3, 6, 8]","[7, 6, 4, 7, 4, 1]",6,4,2,2,55,VB_FR,2,Value-Based Reward,Middle-Value
1582,3094,t9t0oo529,61,46,1,0.9127,experiment_VB,1,57,7.8,0.6,29,28,1,1,"[4, 5, 4, 4, 8, 4]","[1, 7, 8, 7, 2, 3]",3,5,-2,2,56,VB_FR,2,Value-Based Reward,Middle-Value
1583,3095,t9t0oo529,62,46,0,3.1965,experiment_VB,0,64,7.8,0.6,32,32,0,0,"[6, 8, 5, 8, 3, 2]","[1, 8, 8, 1, 7, 7]",5,3,2,2,57,VB_FR,2,Value-Based Reward,High-Value
1584,3096,t9t0oo529,63,46,0,5.5072,experiment_VB,-1,49,7.8,0.6,24,25,1,1,"[5, 7, 5, 1, 4, 2]","[1, 4, 7, 2, 5, 6]",5,6,-1,1,58,VB_FR,1,Value-Based Reward,Middle-Value
1585,3097,t9t0oo529,64,46,1,5.5711,experiment_VB,2,38,7.8,0.6,20,18,2,1,"[6, 1, 8, 1, 2, 2]","[4, 3, 2, 1, 2, 6]",4,5,-1,1,59,VB_FR,1,Value-Based Reward,Low-Value
1586,3098,t9t0oo529,65,46,1,2.2087,experiment_VB,3,43,7.8,0.6,23,20,3,1,"[8, 2, 4, 1, 1, 7]","[2, 4, 2, 4, 6, 2]",5,3,2,2,60,VB_FR,2,Value-Based Reward,Low-Value
1587,3099,t9t0oo529,67,46,0,6.1119,experiment_VB,-1,55,7.8,0.6,27,28,1,1,"[1, 4, 6, 8, 7, 1]","[2, 8, 5, 8, 3, 2]",5,4,1,1,61,VB_FR,1,Value-Based Reward,Middle-Value
1588,3100,t9t0oo529,69,46,1,2.4572,experiment_VB,9,63,7.8,0.6,36,27,9,1,"[8, 8, 2, 7, 6, 5]","[2, 2, 2, 7, 6, 8]",5,4,1,1,62,VB_FR,1,Value-Based Reward,High-Value
1589,3101,t9t0oo529,71,46,1,2.4746,experiment_VB,7,49,7.8,0.6,28,21,7,1,"[8, 4, 1, 8, 2, 5]","[4, 2, 8, 3, 1, 3]",5,5,0,0,63,VB_FR,0,Value-Based Reward,Middle-Value
1590,3102,t9t0oo529,72,46,0,6.724,experiment_VB,-4,62,7.8,0.6,29,33,4,1,"[7, 6, 6, 4, 1, 5]","[6, 6, 3, 7, 8, 3]",5,4,1,1,64,VB_FR,1,Value-Based Reward,High-Value
1591,3103,t9t0oo529,73,46,1,7.3001,experiment_VB,5,41,7.8,0.6,23,18,5,1,"[7, 1, 6, 1, 4, 4]","[1, 1, 5, 7, 3, 1]",4,4,0,0,65,VB_FR,0,Value-Based Reward,Low-Value
1592,3104,t9t0oo529,74,46,1,2.0511,experiment_VB,6,64,7.8,0.6,35,29,6,1,"[7, 7, 4, 8, 5, 4]","[8, 2, 3, 1, 7, 8]",4,5,-1,1,66,VB_FR,1,Value-Based Reward,High-Value
1593,3105,t9t0oo529,75,46,0,1.3479,experiment_VB,-13,57,7.8,0.6,22,35,13,1,"[5, 1, 7, 1, 7, 1]","[2, 8, 3, 8, 8, 6]",3,4,-1,1,67,VB_FR,1,Value-Based Reward,Middle-Value
1594,3106,t9t0oo529,76,46,0,4.7857,experiment_VB,1,49,7.8,0.6,25,24,1,0,"[6, 5, 6, 4, 1, 3]","[3, 6, 2, 4, 7, 2]",5,5,0,0,68,VB_FR,0,Value-Based Reward,Middle-Value
1595,3107,t9t0oo529,77,46,1,4.2649,experiment_VB,3,65,7.8,0.6,34,31,3,1,"[7, 6, 2, 6, 6, 7]","[5, 2, 8, 8, 6, 2]",3,4,-1,1,69,VB_FR,1,Value-Based Reward,High-Value
1596,3108,t9t0oo529,78,46,0,4.6457,experiment_VB,-1,47,7.8,0.6,23,24,1,1,"[3, 6, 2, 5, 1, 6]","[4, 2, 1, 5, 8, 4]",5,5,0,0,70,VB_FR,0,Value-Based Reward,Low-Value
1597,3109,t9t0oo529,80,46,1,1.9682,experiment_VB,4,64,7.8,0.6,34,30,4,1,"[7, 3, 8, 8, 7, 1]","[1, 5, 8, 8, 3, 5]",4,4,0,0,71,VB_FR,0,Value-Based Reward,High-Value
1598,3110,t9t0oo529,81,46,1,1.236,experiment_VB,-4,60,7.8,0.6,28,32,4,0,"[3, 3, 6, 8, 4, 4]","[5, 5, 6, 2, 8, 6]",4,4,0,0,72,VB_FR,0,Value-Based Reward,High-Value
1599,3111,t9t0oo529,82,46,0,5.7266,experiment_VB,1,53,7.8,0.6,27,26,1,0,"[2, 6, 6, 8, 4, 1]","[2, 3, 8, 3, 7, 3]",5,4,1,1,73,VB_FR,1,Value-Based Reward,Middle-Value
1600,3112,t9t0oo529,83,46,0,3.6901,experiment_VB,-6,50,7.8,0.6,22,28,6,1,"[4, 7, 3, 2, 3, 3]","[5, 3, 5, 7, 4, 4]",4,4,0,0,74,VB_FR,0,Value-Based Reward,Middle-Value
1601,3113,t9t0oo529,84,46,1,1.3603,experiment_VB,-3,53,7.8,0.6,25,28,3,0,"[4, 7, 3, 3, 4, 4]","[1, 5, 6, 3, 8, 5]",3,5,-2,2,75,VB_FR,2,Value-Based Reward,Middle-Value
1602,3114,t9t0oo529,85,46,1,3.1573,experiment_VB,10,46,7.8,0.6,28,18,10,1,"[8, 2, 8, 5, 3, 2]","[5, 1, 6, 2, 1, 3]",4,5,-1,1,76,VB_FR,1,Value-Based Reward,Low-Value
1603,3115,t9t0oo529,86,46,0,1.0907,experiment_VB,-13,55,7.8,0.6,21,34,13,1,"[6, 3, 2, 2, 5, 3]","[4, 4, 8, 8, 4, 6]",4,3,1,1,77,VB_FR,1,Value-Based Reward,Middle-Value
1604,3116,t9t0oo529,87,46,1,7.9439,experiment_VB,0,48,7.8,0.6,24,24,0,1,"[4, 8, 2, 4, 3, 3]","[1, 3, 4, 8, 2, 6]",4,6,-2,2,78,VB_FR,2,Value-Based Reward,Middle-Value
1605,3117,t9t0oo529,88,46,1,2.7073,experiment_VB,5,41,7.8,0.6,23,18,5,1,"[4, 1, 7, 5, 3, 3]","[2, 4, 1, 1, 3, 7]",5,5,0,0,79,VB_FR,0,Value-Based Reward,Low-Value
1606,3118,t9t0oo529,89,46,1,2.7591,experiment_VB,8,50,7.8,0.6,29,21,8,1,"[5, 8, 6, 4, 5, 1]","[7, 1, 3, 3, 4, 3]",5,4,1,1,80,VB_FR,1,Value-Based Reward,Middle-Value
1607,3119,t9t0oo529,90,46,0,3.2843,experiment_VB,-6,54,7.8,0.6,24,30,6,1,"[3, 4, 1, 2, 7, 7]","[1, 8, 2, 5, 7, 7]",5,5,0,0,81,VB_FR,0,Value-Based Reward,Middle-Value
1608,3120,t9t0oo529,91,46,1,1.4716,experiment_VB,3,53,7.8,0.6,28,25,3,1,"[3, 2, 7, 2, 6, 8]","[6, 7, 1, 7, 3, 1]",5,4,1,1,82,VB_FR,1,Value-Based Reward,Middle-Value
1609,3121,t9t0oo529,92,46,1,5.1485,experiment_VB,7,65,7.8,0.6,36,29,7,1,"[6, 8, 3, 8, 5, 6]","[5, 3, 8, 7, 3, 3]",4,4,0,0,83,VB_FR,0,Value-Based Reward,High-Value
1610,3122,t9t0oo529,93,46,0,1.5434,experiment_VB,-11,57,7.8,0.6,23,34,11,1,"[7, 1, 7, 2, 4, 2]","[7, 7, 3, 7, 8, 2]",4,4,0,0,84,VB_FR,0,Value-Based Reward,Middle-Value
1611,3123,t9t0oo529,95,46,0,1.2559,experiment_VB,-13,47,7.8,0.6,17,30,13,1,"[1, 4, 2, 5, 4, 1]","[4, 2, 6, 6, 5, 7]",4,5,-1,1,85,VB_FR,1,Value-Based Reward,Low-Value
1612,3124,t9t0oo529,96,46,0,3.9784,experiment_VB,-6,54,7.8,0.6,24,30,6,1,"[3, 6, 7, 5, 1, 2]","[1, 5, 3, 7, 7, 7]",6,4,2,2,86,VB_FR,2,Value-Based Reward,Middle-Value
1613,3125,t9t0oo529,97,46,1,1.4404,experiment_VB,0,52,7.8,0.6,26,26,0,1,"[4, 2, 5, 8, 4, 3]","[1, 8, 1, 2, 6, 8]",5,4,1,1,87,VB_FR,1,Value-Based Reward,Middle-Value
1614,3126,t9t0oo529,99,46,1,0.8472,experiment_VB,-9,49,7.8,0.6,20,29,9,0,"[4, 3, 3, 1, 3, 6]","[6, 2, 7, 8, 1, 5]",4,6,-2,2,88,VB_FR,2,Value-Based Reward,Middle-Value
1615,3127,t9t0oo529,100,46,1,7.8011,experiment_VB,5,53,7.8,0.6,29,24,5,1,"[5, 4, 2, 8, 7, 3]","[7, 4, 3, 5, 2, 3]",6,5,1,1,89,VB_FR,1,Value-Based Reward,Middle-Value
1616,3128,t9t0oo529,101,46,0,3.3699,experiment_VB,-4,66,7.8,0.6,31,35,4,1,"[6, 8, 6, 8, 2, 1]","[6, 7, 5, 6, 3, 8]",4,5,-1,1,90,VB_FR,1,Value-Based Reward,High-Value
